case_id,stateofcase,court_rules,ruling,judge,dept_num,litigating_attny,max(emp_ssn),client_ssn,
345878,in_court,https://www.courts.wa.gov/court_rules/,guilty,Ileane Humpherston,7692-120,499-22-1580,499-22-1580,832-17-4689,The plaintiff is an individual who was born in Seattle but has been living in the United States since he was young. The defendant is a company that produces and sells software across the country. The case is against the company not the individual
346122,in_court,https://www.courts.wa.gov/court_rules/,guilty,Pippa Simmance,6401-106,319-44-8913,895-56-7540,888-54-8617,In this case the defendant is challenging the validity of a marriage license issued by the local county government. The defendant challenges the legality of the couple's relationship as it exists before and after the marriage
346144,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Ralina Reaper,4773-102,286-23-6296,437-71-4238,816-05-1612,The plaintiff in this case is a group of people who are opposed to the construction of a new subway line in their city. They maintain that the project will impact their quality of life and promote traffic congestion. The defendants in this case are the developers of the new subway line and the city of Seattle
348765,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Scarface McGonigal,9999-100,740-71-9401,738-40-3717,426-21-2212,The plaintiffs in this civil case are a group of entrepreneurs who were protesting against their local government’s decisions to build a new stadium for the Seattle Mariners. The defendants in this case are the city of Seattle and the baseball team they are protesting for
350727,resolved,https://www.courts.wa.gov/court_rules/,guilty,Benedikta Boobier,7817-106,571-07-4367,236-99-0161,492-81-2393,The case is about an unpaid parking ticket
351106,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Susy Aldington,7922-124,417-41-0144,289-17-0347,432-82-9775,The plaintiff is a person who is claims that she is the rightful owner of a piece of property. The defendant is a company that has been selling the property for years
351552,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Jacenta Cridlan,3704-104,789-30-7345,832-36-1730,832-18-5516,The parties are the defendant and the plaintiff
351762,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Olin Greene,8757-112,607-33-8140,261-18-2166,587-55-2205,The suit is about a group of people who bought a house in the city and then did not maintain it orlorded it. The group ownerat the time did not have an issued driver’s license or registration. The group had been living in the house for about a year when they started having problems with the property. One day they discovered that their home was on the market for sale and they were only able to buy it at a fraction of its true value
354280,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Cristabel Olden,4773-118,399-69-2407,832-54-9261,667-86-2055,In this civil case the plaintiff is a nonprofit organization that provides affordable housing to people in the city's South Park neighborhood. The defendants are the developers of the properties they were living on and the City of Seattle
354702,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Alon Jaskiewicz,4773-104,111-22-3365,551-96-0032,663-44-2148,The case is about a man who was stopped by the police on the side of the road. The man had a warrant for his arrest from a previous crime
354845,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Gabie Hugle,3360-106,215-91-0283,276-91-5763,301-82-6125,The civil case is about a man who was pepper-sprayed at a party
356912,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Ram Alsop,2911-122,404-48-0300,681-10-3717,549-63-3811,The plaintiff in this case is a witness who provides evidence to the criminal justice system. The defendant in this case is a police officer who used excessive force against him
357972,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Doralynne Malyon,1568-108,820-14-3519,163-73-4864,526-41-6218,In this civil case the plaintiff is a city employee who desires to argue that he was treated unfairly. The defendant is the mayor of Seattle
359558,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Haven Newham,6401-100,601-84-4035,276-67-0571,488-14-1925,In this civil case the plaintiff seeks Class Action status on the grounds that they are experiencing intentional discrimination against them based on their sexual orientation. The defendants argue that they are not aware of the situation and cannot be part of the action
360573,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Brittan Jedrzej,0813-110,492-09-3743,529-91-5824,898-91-8536,The plaintiffs in this case are a group of homeless individuals who were living in Seattle's Central Avenue area for many years. In recent years their number has become so large that they have been unable to provide an adequate level of service to those living within the city limits. They ask the court to order the city to provide them with:* Monthly access to a phone in order to call friends and family members;* Monthly access to a water in order to drink from the faucet at the local grocery store;* Monthly access to a gas or electricity bill in order to heat their
361244,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Myrle Pickaver,9999-100,252-48-0736,740-71-9401,861-70-6864,In this civil case the plaintiff challenges the legality of a city policy that allows citizens to bring their own food into city buildings. The policy is based on the belief that it is necessary to provide an open space for the intake of food by citizens as seen in the image to the right. The plaintiff argues that the policy is an unconstitutional waste of resources as no feeding frenzy ever occurs in response to the availability of food.
362329,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Agosto Bertin,6708-120,799-04-0889,650-35-0467,862-24-7656,The case is about a man who was allege to have sexual affairs with dozens of women over the past few years. The man has been married to his wife for over 10 years and they have two kids
363225,in_court,https://www.courts.wa.gov/court_rules/,guilty,Dale Simionescu,4805-104,507-84-3370,698-48-7328,175-60-4814,The plaintiff in this case is a group of people who are allege to have been wrongfully accused of a crime. The group claims that they were wrongfully accused in a past life which they did not experience. The group is also alleged to have had negative experiences with a certain person who was supposed to be a good man but instead became a BAD man. The group claims that these experiences caused them various issues over their lifetime
364552,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Win Roizn,4805-104,698-48-7328,440-32-1716,578-09-8825,The plaintiff in this case is a business owner who has been fighting for years against discrimination against employees by her local public school district. She has asking leave to leave the district but has not received consideration from the district when applying for employment since 2000. Since 2010 the plaintiff have been required to take an employee survey every two years because of their Silence Act status. The results of the survey have shown that they are the only people with leave to keep their businesses running but the district has refused to give them another chance to keep their jobs
366615,in_court,https://www.courts.wa.gov/court_rules/,guilty,Wilfred Cowsby,4773-104,227-73-2714,229-60-9810,815-60-3422,The plaintiff in this case is an entrepreneur who was running a small business. He was having trouble making money and needed help to do so. The defendant is a company that he had been working for years with but it had gone bankrupt. The company had been buying rights to new markets from somebody else and the defendant was trying to take advantage of the opportunity
366649,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Joanna Citrine,0600-112,267-15-5097,595-36-5550,896-06-0453,The plaintiff in this case is a business owner who believes she was wronged by the defendant's company. The business owner is also co-owner of the business where the wrong did occur
366666,in_court,https://www.courts.wa.gov/court_rules/,guilty,Carola Jurick,1568-108,183-23-2741,485-24-0489,341-05-6800,The plaintiff in this case is a private company that produces and sells gasoline. The defendant is a local grocery store that has been consuming the company's gas for years
368016,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Konstanze Gilvary,1100-110,365-23-7360,885-10-8254,398-46-1480,The plaintiff is a woman who is married to a man who is considered a master burglar. The man has been stealing from her home and his fellow priests at the monastery. The plaintiff has been trying to get her husband to turn in the master burglar but he hasn't given her any help. She also has been trying to get the masters to take him down but they haven't been able to do that
368152,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Neall Zimek,7692-118,181-77-5874,604-30-9646,737-98-3226,The plaintiff in this case is an individual who is appealing a judgment from a federal court. The judgment was for $1 million but the individual has appealed it to the 9th Circuit Court of Appeals. The 9th Circuit Court of Appeals has jurisdiction over any case decided by the U.S. Supreme Court except those involving questions of law
368387,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Grantley Iacovaccio,1568-100,728-59-5085,855-46-2794,793-16-9643,The plaintiff in this case is a company that provides web hostingwarehouse and support services to businesses. The defendant is a business owner who has been experiencing significant website problems. The defendant has taken up the case against the company with the aim of winning it for themselves
368985,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Joane Menezes,0813-110,154-07-9921,154-07-9921,268-01-2798,The plaintiff in this case is a group of citizens who sought to stop an infrastructure project that would connect Seattle with the rest of the United States. They argue that the project will create large numbers of jobs and reduce access to food and water for millions of people
369361,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Daniele Winkworth,3360-112,516-97-3562,621-05-0258,309-62-7135,The plaintiff in this civil case is an employee of the defendant. On or about November 1 2016 the defendant discovered that the employee had been takingocumented evidence from the office and cruiser levels of thethe company’s building. The evidence included photos videos and emails of the employee's past work and personal life. The employee was employed by the company for over 10 years
369688,in_court,https://www.courts.wa.gov/court_rules/,guilty,Jacquenette Lammenga,6708-120,642-33-3501,526-88-7489,635-01-2044,The plaintiff in this case is a elector who was spotted by the defendant during the voting process. The elector had to leave the room to take a lie-detector test and the test revealed that he was ineligible to vote because he had been caught stealing from the polling place
369808,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Boigie Thomas,2939-102,632-78-5229,253-16-0168,345-15-3489,In this civil case the plaintiff tries to prove that their city was aware of and willing to accept lewd and lascivious messages they were sending to a friend. The City of Seattle argue that the messages were not sent and that the plaintiff is then within her right to bring an action for malicious prosecution
373305,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Matthieu Benedek,8140-114,823-62-6693,823-62-6693,714-08-5799,The case is about a man who was arrested and taken to a local jail. He was then held without bail for two weeks before being released on bond. He has since been released back into the wild
375839,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Cass Stitcher,4773-102,286-23-6296,367-13-0639,663-87-1907,The plaintiff in the case is a business owner who has been selling and buying property since before he was born. He has been doing this for over 20 years. The defendant is a developer who wants to build a high-rise building on the side of the road. The plaintiff tries to sell the property as a vacation home. The defendant buys the property from the plaintiff for $2 million and builds the high-rise building on it. The plaintiff tries to sell the property as a shopping center but the defendant doesn't like that idea because he thinks it will be full of shoppers. The defendant spends millions of dollars on taxes and
378343,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Gae Conybear,8140-110,788-77-5777,781-25-2194,434-54-5783,The plaintiff is a person who is listed in the public record as being of legal drinking age. The defendant is a business that is located in the city
379232,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Georgena Yeend,2939-100,712-06-2292,886-56-7000,346-59-4258,The plaintiff in this case is a city of Seattle employee. The employee was employed for 10 years and has now retired. The plaintiff has beenaaing mowing the streets of downtown Seattle for the past few years. On March 15 2018 the plaintiff’s veteran’s dog Ronny died after being hit by a car while mowing the street. The defendant in this case is the city of Seattle. The city has been responsible for running the streets of downtown since the late 1800s and they have used Ronny’s death as an example of how it would be better if a man
379279,resolved,https://www.courts.wa.gov/court_rules/,guilty,Courtnay Gernier,1100-116,201-02-3735,218-70-2670,624-49-9692,The plaintiff in this case is a business owner who is challenging the use of a certain type of delivery boy/girl at her business. She is also challenging the use of other cleaning staff at the business. The defendant company is asking for summary judgment and the trial court granted that request
379581,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Loutitia Van Niekerk,4268-106,744-21-1768,388-98-4676,499-59-5675,The case is about a group of people who protesting against a business’s practices with social media. They are trying to get sued for $500000
379869,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Lucine Dumphy,4773-102,628-43-8933,395-87-4103,816-05-1612,In this civil case the plaintiff is a coffee cupaker that has been in use for about 10 years. The defendant is a coffee cupaker company that was once again in use for about 10 years. The difference being that the company stopped making coffee cups in 10 years but the plaintiff still contains a cupaker inside of it. The plaintiff wants to know how much space there is in theespaceementceiling near the defendants factory where the cupakers are made
382037,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Siana Roycroft,8140-102,818-77-8533,853-02-8496,726-20-9836,The plaintiff in this case is a group of neighbors who occupied the same house for many years. The defendants lived next door to the plaintiffs for most of those years taking advantage of them to make their life easier. However over time the defendants began to cause harm to the plaintiffs. Namely they began to damage the houses' finishes remove trees from within the neighborhood and even write on the homes with respect to their locations. In addition the defendants tried to evict the plaintiffs from their homes without any legal justification
383066,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Sorcha Kitcatt,8757-112,607-33-8140,261-18-2166,754-44-2422,Filed: September 11 2010The plaintiff in the case is an individual who is known as “Bing”. He is a computer user and opponent of the defendant “Microsoft”
383537,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Jessalyn Gherardelli,0813-114,347-98-5091,770-13-1354,383-11-0614,The plaintiff in this case is a business owner who wasagaard of being overpaid by her job company. She hit the ground after an email she sent to the company was delivered to her job address. She became addicted to pain pills and alcohol after her injury and she continues to be addicted to those drugs and alcohol. The defendant company is also known for overcharging businesses for services it provides such as medical services and warranties
384275,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Shay Bracken,2911-118,213-93-0122,387-27-8434,315-38-4426,In this civil case the plaintiff argues that they were discriminated against because of their race. The defendant denies the allegations in the suit
384338,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Garey Pactat,1100-104,872-17-9239,872-17-9239,451-78-3005,The plaintiff in this case is a person who was employed by the defendant company. After years of service to the company the plaintiff left the company and started his own business. The defendant company threatened to fired him if he did not pay them more money. The plaintiff refused to pay them and the company decided to file a battery against him
384905,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Aurora Hlavac,2939-104,699-18-9855,250-83-5541,312-89-4134,The plaintiff in the case is a customer who was unhappy with the service she received from the provider. The customer wanted to file a claim but was not able to do so because she was not receiving service on her local area network (LAN). She was able to get a judgment against the provider set by a court
386738,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Lib Dorkens,6401-112,502-59-2516,293-85-2516,843-09-1240,The plaintiff in this case is a group of people who were protesting against the placement of a new highway in their city. The group was met with force and violence by the police.
387024,resolved,https://www.courts.wa.gov/court_rules/,guilty,Rosina Horsewood,1100-116,604-42-3360,542-51-7064,453-53-6977,The plaintiff in this case is an individual who is aggrieved by the government's treatment of him and his family. The plaintiff has been democratic during his childhood and he feels that the government did not provide him with the same opportunities as other children. He also feels that the government was not responsive to his needs such as through communication within his household outside of his household or in between his households. The defendant is the federal government
388781,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Nari Godbehere,4773-104,551-96-0032,551-96-0032,663-44-2148,The plaintiff in this case is a business owner who was protesting the city’s plan to build a new police station. The business owner was one of the first companies to identify and support the candidacy of Donald Trump for president. They are also current owners of the pro-Trump blog The Daily Caller
390890,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Hildagard Congreve,5785-122,462-24-2809,593-21-9391,873-97-2987,The plaintiff in the case is a city employee who allege’s she was given a one-time chance to change the course of her career by the city. She has been working for the city for over 10 years and has become used to being The Man. However she feels like she is not able to make decisions for herself or the city as a whole. She is also using teeth that are part of her job to communicate with the public
391354,in_court,https://www.courts.wa.gov/court_rules/,guilty,Ulrike Rivaland,0600-122,259-19-1686,623-71-4454,562-26-9814,The case is about a man who was arrested and taken to a Seattle jail. He was there for several hours without trial before being released on bond and appearing in court. He then apparently forgot to file his taxes for five years
391655,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Anita Sprake,2911-114,777-41-2922,656-51-2165,827-59-7195,In this case the plaintiff is a homeowner who has been battling with her property manager for years over rent payments. She hased brought a number of suits against the manager but these latest claims are new and claim to be more serious. The defendant in this case is the property manager for the house on the left side of the image
391846,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Anita Zoellner,6708-120,750-95-8080,526-88-7489,356-09-2616,The case is about a man who was pepper-sprayed by police after he was stopped for driving with a broken window. He was not the only person in the car; the man's wife was also pepper-sprayed. The husband claimed that he suffered minor injuries but the court found that the officers were justified in their action when they were called to the car to handle a broken window.
392181,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Leandra Nolleth,4268-106,519-49-0274,388-98-4676,499-59-5675,The plaintiff in the case is a group of people who argue that they be treated fairly and with respect in the workplace. The defendants in the case are the company's employees and management
392838,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Denni Steketee,6708-106,649-09-6986,649-09-6986,407-76-0257,"The plaintiff in this case is a person who is known as the victim."" The defendant is a company that is known as ""the company."" The company has been hurting the plaintiff. The company had been paying the victim hundreds of dollars a day to do work for it. But then over time the victim's income changed and the company stopped paying her. Now the plaintiff is left with no money at all."""
393676,in_court,https://www.courts.wa.gov/court_rules/,guilty,Carla MacKegg,5785-114,882-48-0443,428-13-0731,221-61-7046,In this case the plaintiffs are businesses that operate online and use Amazon.com as a main source of funding. The defendants are Amazon.com Inc. (“Amazon”) the companies’ managers and employees including students who access Amazon.com through its internet connection and sell products through the site
394641,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Murvyn Trapp,3704-104,136-51-8043,746-16-7782,832-18-5516,The case is about a man who was arrested for DUI and then convicted. The man has since died from the disease
396454,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Stephanus Jatczak,8140-122,607-90-1474,607-90-1474,823-87-9528,In this case the plaintiff is a coffee cup thief who has been stealing cups from grocery stores in Seattle Washington. The police have been able to track down all of the defendants but they all deny any wrongdoing. The defendant with the most cup thefts is now the plaintiff's attorney
397201,resolved,https://www.courts.wa.gov/court_rules/,guilty,Paulie Kleinbaum,2911-118,387-27-8434,233-92-9220,829-28-6805,The plaintiff in the case is a group of homeowners who desire to continue to use their homes after they are observations. The defendants are the city and the homeowner who was observed using his home as an observation.
397249,resolved,https://www.courts.wa.gov/court_rules/,guilty,Adolph Castagnone,8140-110,201-58-3220,201-58-3220,838-18-7638,The plaintiff in the case is a business owner who alleging that her business was negatively affected by the lack of access to food she needed due to her immigration status. The defendant in the case is the city of Seattle
397910,in_court,https://www.courts.wa.gov/court_rules/,guilty,Irvine Longthorne,6401-110,786-36-0678,786-36-0678,844-34-3018,The case is about a man who was arrested and taken to a police station for allegedly drunk and dangerous. The man was then held without bail for his next of kin
398725,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Paton Durgan,1100-116,669-92-0934,218-70-2670,509-30-9120,The plaintiff in this case is a group of protesters who were protesting against the construction of a new hydroelectric power plant in their city. The police were called to the scene after the protesters began pelting the plant with objects. The plant was built without the consent of the city’sldermen and the protesters attempted to remove the plant from its site. The police were necessary at the scene and while they were removing the protesters one woman became ill and was rushed to a hospital. The plant has since been erected and the defendants have been sued for millions of dollars in damages.
399272,in_court,https://www.courts.wa.gov/court_rules/,guilty,Danya Southwell,6401-110,291-47-1944,786-36-0678,600-70-9248,The plaintiff in this case is a coffee chain. The defendants are the coffee chain's employees. The defendants claim that they are entitled to damages for being caught up in the business and not following instructions given by the marketing team. The defendant coffee chain claims that the employees were reasonable and did what was necessary to make coffee
399383,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Antoni Gartan,1489-100,622-24-7567,647-34-5812,749-83-3166,The plaintiff in the case is a person who is known as “The Plaintiff”. The defendant is a person who is known as “The Defendant”
402169,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Bartie Magowan,6708-116,878-58-7566,878-58-7566,409-63-7757,The plaintiff in this case is a person who is also called the “plaintiff”. The defendant in this case is a person who is also called the “defendant”. The cause of this case is legal process brought against both the defendants by the plaintiff
402648,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Blakelee Mervyn,1100-100,348-28-4231,168-42-4136,184-27-3835,The plaintiff in this case is a city employee who was laid off in 2009. The defendants are the city and the employee
403115,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Fredericka Vittori,4613-106,192-59-7554,756-62-6086,743-87-7965,The plaintiff in this case is a business owner who claims that she was denying her employees safe healthy jobs and working conditions while working at the defendant's company. The defendant has been working for the plaintiff's company for over 10 years and says that the business owner has never had a problem with the employees
404757,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Nial Ayre,4805-108,764-56-6492,105-49-5346,384-69-1427,The case is about a man who was kicked out of a bar for eating too much. The man has been working odd jobs to support himself since then. He is nowmay have his job but he can't go to bed at night. He wants to know what happened because he feels like he deserves an apology
406184,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Anetta Reimer,3360-118,488-08-2600,560-32-7632,307-58-9859,The case is about how the defendant was served with a subpoena and is now trying to get the subpoena quashed
406276,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Freemon Katt,6401-106,895-56-7540,446-50-1616,447-19-5911,The plaintiff in this case is a group of small businesses that were protesting against a business’s treatment by the local government. The government was taking away their right to sell alcohol and as a result they were feeling “vicious” and “hateful”
406369,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Thibaut Otley,8140-104,165-46-3512,544-78-8318,311-05-1633,The plaintiff in this case is a former employee of the defendant’s local paper shop. The defendant has been accused of fraudulent conversion which is a criminal charge. The plaintiff alleges that the defendants were aware of the fraud and did nothing to stop it. The defendant has maintain that the plaintiff’s allegations are without evidence and that he will take action against the plaintiff if necessary.
406677,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Sam Lunt,1489-100,647-34-5812,482-59-6333,753-73-8073,The plaintiff in this case is a city councillor who alleges that his rights were violated when he voted to pass a downtown development bill without having a chance to study it first. The bill was passed without his consent and he is claiming fair game against the city for this act of government sanctioned voting.
407031,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Ellynn Bagehot,6401-108,584-31-9438,894-66-8353,278-86-6423,The plaintiff in this case is a group of customers who file suit against the company every other week. The plaintiffs are trying to stop from happening by using their own force and power.
407067,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Amandie Caro,6708-106,287-93-3797,428-19-9096,157-98-4869,In this case the plaintiff is a mental health professional who represents people with mental illness. The defendant is a group of individuals who are against mental health care
407142,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Levey Robotham,2423-108,728-36-9975,651-23-1790,746-56-0834,The plaintiff in this case is a group of residents in the city of Seattle who argue that they are born and raised in the city and are therefore entitled to services provided by the city hall. The defendants in this case are the city officials who created and shoveled the construction of the city hall as well as the mayor and other government officials. The plaintiffs argue that they should be allowed to use the city hall for their homes their businesses and their schools
407385,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Ripley Roostan,4700-104,898-54-5280,548-75-5399,534-73-5162,The plaintiff in the case is a group of people who identify as LGBTQ. They argue that their rights have been violated by the government during the course of its recent history that it has hurt their mental health and that it is now taking too long to process the situation.
409161,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Garvin McAllen,8140-120,135-15-7078,673-33-3136,727-38-2725,The plaintiff in the case is a group of people who are seeking to get their property back from the accused. The group has been fighting for years against the fact that the accused hasauldown their property since before he was ever charged or arrested. The caseFirstly the plaintiff in this case is a group of people who are seeking to get their property back from the accused. The group has been fighting for years against the fact that the accused hasivered down their property since before he was ever charged or arrested. The defendants in this case are a mudman and two policemen. The defendants have been working on this case
409476,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Leopold Ovett,6401-108,634-32-2227,756-09-7219,661-85-4131,The plaintiff in this case is a coffee Bean who was given a bag of coffee that he thought was his own coffee. When he checked the bag he found that it was not his own coffee. The defendant coffee Bean created a computer game to make up a story about the plaintiff's coffee beans. The game shown the Plaintiff's coffee beans as if they were the real coffee beans. The defendant Coffee Bean did not create the computer game but agreed to play it with the plaintiff
409866,resolved,https://www.courts.wa.gov/court_rules/,guilty,Audra Stemp,6708-106,444-47-9809,649-09-6986,462-56-1980,The plaintiff is a woman who waslette her entire career to get into law enforcement. She has been a detective for four years and is currently a detective with the Seattle Police Department
410190,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Mayer Rysom,1100-110,369-15-2521,816-70-5401,388-82-9828,The lawsuit is against the city of Seattle and a group of residents who filed a challenge to a City Council resolution regarding the stop of a vehicle by pepper spray. The suit claims that the emergency response using pepper spray was unnecessary and excessive. The residents argue that they did not know what was about to happen and that the emergency response was needed in order to protect the public
410355,in_court,https://www.courts.wa.gov/court_rules/,guilty,Marlyn Delgardillo,2911-106,445-68-9334,785-62-8259,317-65-3625,The plaintiff in this case is a group of residents of Seattle who have been protesting for years over the fact that their city is discriminating against them on the basis of Their sex
410475,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Farrah Fitzsymonds,0600-110,405-44-3872,473-56-2674,894-15-9419,The plaintiff in this case is a group of people who are protesting against an act of presidential power. They argue that the policy is unfair and doesn’t represent the best interests of the people
411653,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Alberta Imbrey,2939-110,129-89-0414,820-05-8945,411-58-1504,The plaintiff in this case is a group of citizens who Pebbled the Mayor of Seattle. They argue that the mayor should be forbidden from making any decisions that are not based on the best interests of the city.
411823,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Olivier Judson,2939-102,172-69-8751,615-58-9774,395-81-1031,The plaintiff in this case is a person who is protected by the First Amendment of the United States Constitution. They are claiming that they are free to express their opinions but their words are not welcome in the courtroom.
412111,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Birch Tye,7817-106,571-07-4367,764-57-0411,707-81-4549,The plaintiff is a city employee who has worked at the city of Seattle for 10 years. The defendant is the city's Corporation Counsel
413427,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Auria Meriot,6401-108,398-47-8954,634-32-2227,476-38-8145,In this case the plaintiff is a person who is subject to discrimination on the basis of their race. They argue that they have never been given the opportunity toops to work or get a job in the past and that now because of their race they are not as able as other people of other races. The court hearing the case will be held at some point in 2018.
413837,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Berthe Napthine,2423-122,258-70-5396,258-70-5396,878-91-9752,The plaintiff is a transient worker who moves around a lot and is not paid by his real estate company. He tries to collect unemployment benefits while he is on the go but his company does not pay him when he wants to return to his job
414209,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Rhea Gilders,3085-100,315-60-9969,315-60-9969,729-48-6724,The plaintiff in this case is a group of people who are protesting against a business’s practices that they believe are unfair and inefficient. The business has been selling products that require a doctor’s letter of certification to purchase in addition to the regular price. The plaintiff argues that these prices are below the cost of the product and that the business is not providing a good value for its customers
415870,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Evangeline Peek,7922-124,459-43-5955,642-20-1446,492-71-3837,The plaintiff in this case is a man who is challenging the legality of Seattle’s homeless policy. The defendant in this case is the city of Seattle
415885,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Marnie Valentelli,6401-104,590-90-9378,436-33-1850,597-60-4603,The plaintiff in this case is a business owner who claims that she was treated poorly and unfairly by her job manager. The manager has been working for the business since it started and she has always felt that he was treats her fairly. The plaintiff also says that she has lost sleep over the past year because of the way her job is being treated
416485,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Loren Castletine,2939-102,850-17-1916,864-80-7444,395-81-1031,The case is about a man who was born in Uruguay and has citizenship of the United States Spain and Spain since he was a child. In May 2017 the man contacted his American-based company to ask for a change in his citizenship so that he could pursue a residency application in America. The company did not believe that he would be able to live in America as an American so it refused to allow him to change his citizenship. The man then filed a class action lawsuit against the company on August 25 2017
416907,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Belva Darinton,0600-112,595-36-5550,569-78-6620,235-18-6698,The defendant is a city of Seattle employee who was employed as a code enforcement officer. He has been with the city for 10 years and has been in the police force for 3 years
419350,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Shayla Esland,1100-116,218-70-2670,335-63-1324,184-39-0635,The case is about a man who was punchIFIED in the face and then had his nose broken
419376,in_court,https://www.courts.wa.gov/court_rules/,guilty,Kandy Gut,4700-104,830-30-9433,548-75-5399,493-12-2997,The plaintiff in this case is a small business owner. He is the owner of a pet-sitting business. He has been using his business to provide essential services to his clients which include taking care of animals for their respective families. However he has been plagued by negative online reviews from several people who have said that they do not receive the quality of service he provides. The defendants in this case are the other small business owner the mayor of the city in which the business is located and two employees of the company who were former employees. The Mayor and two employees have been accused of defamation and invasion of privacy
419404,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Stafani Kesey,6708-122,573-95-8618,332-17-6917,133-97-3189,The plaintiff in this case is a woman who was raped by a man she knew. She woke up two days later to find herself being interviewed by police on the scene of the rape. She has since lost her job her home and all of her possessions. She is also pursuing legal action against the man's family and friends.
419993,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Cosetta Gibbeson,2021-102,424-04-3702,759-48-1434,783-23-3476,The plaintiff is a company employee who is discrimination complaints from other employees. The defendants are the company the employees and the government
