client_ssn,client_name,client_street,client_city,client_zip,client_state,client_dob,client_phone,firm_id,dept_num
229-29-4099,"Izzy Hun","64 Golf View Pass",Roanoke,24040,Virginia,1953-08-09,5402378717,64-866-6708,116
230-12-1614,"Dick Kelloch","47 Hintze Pass","Virginia Beach",23464,Virginia,1941-12-23,7571427729,24-809-5785,104
231-08-2411,"Lari Pudan","491 Tomscot Alley",Evansville,47705,Indiana,1905-08-21,8126282810,99-416-9999,100
231-14-3431,"Leigh Bennellick","29 Thierer Parkway",Lynchburg,24503,Virginia,1917-07-16,4341803832,26-647-2021,102
231-14-3431,"Leigh Bennellick","29 Thierer Parkway",Lynchburg,24503,Virginia,1917-07-16,4341803832,26-647-2021,124
231-74-1271,"Quinton Jamblin","3 Commercial Park",Kissimmee,34745,Florida,1926-04-10,4075551972,88-111-7817,106
233-73-6368,"Boycey Dunnett","1 Bartillon Terrace",Chicago,60681,Illinois,1961-07-09,3123532080,82-858-3085,100
235-18-6698,"Dare Barwell","62 Sage Trail",Jacksonville,32259,Florida,2021-05-07,9044839621,69-192-7922,124
235-30-2622,"Lorrin Penas","80 Bonner Court",Memphis,38143,Tennessee,1947-03-22,9014979967,22-285-1947,106
235-30-2622,"Lorrin Penas","80 Bonner Court",Memphis,38143,Tennessee,1947-03-22,9014979967,22-285-1947,112
235-30-2622,"Lorrin Penas","80 Bonner Court",Memphis,38143,Tennessee,1947-03-22,9014979967,22-285-1947,124
235-76-1815,"Blane Davydenko","3 Aberg Junction",Anaheim,92812,California,2022-01-12,7148878977,87-043-6401,124
235-76-1815,"Blane Davydenko","3 Aberg Junction",Anaheim,92812,California,2022-01-12,7148878977,87-043-6401,114
235-76-1815,"Blane Davydenko","3 Aberg Junction",Anaheim,92812,California,2022-01-12,7148878977,87-043-6401,110
235-76-1815,"Blane Davydenko","3 Aberg Junction",Anaheim,92812,California,2022-01-12,7148878977,87-043-6401,112
235-76-1815,"Blane Davydenko","3 Aberg Junction",Anaheim,92812,California,2022-01-12,7148878977,87-043-6401,106
235-76-1815,"Blane Davydenko","3 Aberg Junction",Anaheim,92812,California,2022-01-12,7148878977,87-043-6401,104
235-76-1815,"Blane Davydenko","3 Aberg Junction",Anaheim,92812,California,2022-01-12,7148878977,87-043-6401,100
235-76-1815,"Blane Davydenko","3 Aberg Junction",Anaheim,92812,California,2022-01-12,7148878977,87-043-6401,108
236-97-7110,"Eve Rimes","23 Maywood Plaza",Charleston,25389,"West Virginia",1931-03-20,3043194179,44-618-0600,104
236-97-7110,"Eve Rimes","23 Maywood Plaza",Charleston,25389,"West Virginia",1931-03-20,3043194179,44-618-0600,112
236-97-7110,"Eve Rimes","23 Maywood Plaza",Charleston,25389,"West Virginia",1931-03-20,3043194179,44-618-0600,122
236-97-7110,"Eve Rimes","23 Maywood Plaza",Charleston,25389,"West Virginia",1931-03-20,3043194179,44-618-0600,110
237-62-6930,"Meredith Lorincz","9 Toban Parkway","Baton Rouge",70883,Louisiana,1917-12-30,2259347728,78-297-6374,102
239-18-6075,"Jourdain Scrimgeour","0 Roth Crossing",York,17405,Pennsylvania,1918-05-23,7177821816,87-043-6401,100
239-18-6075,"Jourdain Scrimgeour","0 Roth Crossing",York,17405,Pennsylvania,1918-05-23,7177821816,87-043-6401,104
239-18-6075,"Jourdain Scrimgeour","0 Roth Crossing",York,17405,Pennsylvania,1918-05-23,7177821816,87-043-6401,106
239-18-6075,"Jourdain Scrimgeour","0 Roth Crossing",York,17405,Pennsylvania,1918-05-23,7177821816,87-043-6401,108
239-18-6075,"Jourdain Scrimgeour","0 Roth Crossing",York,17405,Pennsylvania,1918-05-23,7177821816,87-043-6401,110
239-18-6075,"Jourdain Scrimgeour","0 Roth Crossing",York,17405,Pennsylvania,1918-05-23,7177821816,87-043-6401,124
239-18-6075,"Jourdain Scrimgeour","0 Roth Crossing",York,17405,Pennsylvania,1918-05-23,7177821816,87-043-6401,112
239-18-6075,"Jourdain Scrimgeour","0 Roth Crossing",York,17405,Pennsylvania,1918-05-23,7177821816,87-043-6401,114
239-53-0528,"Hollis Tettley","234 Iowa Drive","New Orleans",70129,Louisiana,1997-07-26,5044629703,69-192-7922,124
240-10-8370,"Ewell Hrinchishin","5 Truax Junction","Salt Lake City",84140,Utah,1918-03-31,8019503004,88-111-7817,106
240-90-5841,"Delly Gilhooley","08 Manufacturers Alley","Oklahoma City",73147,Oklahoma,1963-12-15,4053831715,05-212-3704,104
241-83-7732,"Bowie Furlong","505 Macpherson Street","Fort Worth",76105,Texas,2009-09-16,6821320162,31-448-4700,104
242-55-7841,"Pippy Dalman","59 Clove Park",Phoenix,85045,Arizona,1945-10-17,6021999497,52-271-5785,110
242-55-7841,"Pippy Dalman","59 Clove Park",Phoenix,85045,Arizona,1945-10-17,6021999497,52-271-5785,114
242-55-7841,"Pippy Dalman","59 Clove Park",Phoenix,85045,Arizona,1945-10-17,6021999497,52-271-5785,122
243-16-3413,"Kilian De Winton","373 Sunnyside Trail","Corpus Christi",78475,Texas,1910-12-28,3612212040,40-386-3571,122
243-16-3413,"Kilian De Winton","373 Sunnyside Trail","Corpus Christi",78475,Texas,1910-12-28,3612212040,40-386-3571,114
243-16-3413,"Kilian De Winton","373 Sunnyside Trail","Corpus Christi",78475,Texas,1910-12-28,3612212040,40-386-3571,102
244-62-8598,"Brigg Dinneen","0836 Independence Center","Saint Louis",63158,Missouri,2005-05-08,3144653215,93-738-4268,106
244-62-8598,"Brigg Dinneen","0836 Independence Center","Saint Louis",63158,Missouri,2005-05-08,3144653215,93-738-4268,124
244-99-5355,"Linnie Ayton","152 Roth Point",Oxnard,93034,California,1923-11-24,8058895503,31-448-4700,104
247-12-9025,"Cleo Longea","11543 Ronald Regan Street",Sacramento,95865,California,1988-08-15,9161387992,82-858-3085,100
248-29-1717,"Merell Cressingham","7806 Tennyson Place",Birmingham,35225,Alabama,1989-05-19,2055342358,82-858-3085,100
249-14-8089,"Sarajane Moxstead","688 Marcy Plaza",Bakersfield,93399,California,1990-08-13,6613642573,99-416-9999,100
249-25-4917,"Heidi Gamell","645 Carberry Point","New Orleans",70174,Louisiana,1905-11-14,5044796994,18-439-1489,100
249-25-4917,"Heidi Gamell","645 Carberry Point","New Orleans",70174,Louisiana,1905-11-14,5044796994,18-439-1489,110
249-25-4917,"Heidi Gamell","645 Carberry Point","New Orleans",70174,Louisiana,1905-11-14,5044796994,18-439-1489,124
249-46-6587,"Marijo McCarlie","1 Thierer Terrace",Boston,2163,Massachusetts,1948-05-20,6172955799,39-256-1100,100
249-46-6587,"Marijo McCarlie","1 Thierer Terrace",Boston,2163,Massachusetts,1948-05-20,6172955799,39-256-1100,104
249-46-6587,"Marijo McCarlie","1 Thierer Terrace",Boston,2163,Massachusetts,1948-05-20,6172955799,39-256-1100,116
249-46-6587,"Marijo McCarlie","1 Thierer Terrace",Boston,2163,Massachusetts,1948-05-20,6172955799,39-256-1100,110
249-58-7754,"Aveline Fumagalli","61 Vernon Way",Sacramento,95833,California,1999-11-14,5308516996,80-711-7692,118
249-58-7754,"Aveline Fumagalli","61 Vernon Way",Sacramento,95833,California,1999-11-14,5308516996,80-711-7692,120
249-58-7754,"Aveline Fumagalli","61 Vernon Way",Sacramento,95833,California,1999-11-14,5308516996,80-711-7692,106
250-55-6191,"Clary Berendsen","7163 Ryan Point",Washington,20380,"District of Columbia",1910-08-20,2022946915,19-605-3360,106
250-55-6191,"Clary Berendsen","7163 Ryan Point",Washington,20380,"District of Columbia",1910-08-20,2022946915,19-605-3360,112
250-55-6191,"Clary Berendsen","7163 Ryan Point",Washington,20380,"District of Columbia",1910-08-20,2022946915,19-605-3360,118
252-44-3266,"Willabella O'Glassane","2 Twin Pines Hill",Seattle,98115,Washington,1936-09-19,2063927901,69-192-7922,124
252-66-6800,"Ailis Vallender","619 Old Gate Crossing",Clearwater,34629,Florida,1970-01-10,7271840678,44-618-0600,112
252-66-6800,"Ailis Vallender","619 Old Gate Crossing",Clearwater,34629,Florida,1970-01-10,7271840678,44-618-0600,122
252-66-6800,"Ailis Vallender","619 Old Gate Crossing",Clearwater,34629,Florida,1970-01-10,7271840678,44-618-0600,110
252-66-6800,"Ailis Vallender","619 Old Gate Crossing",Clearwater,34629,Florida,1970-01-10,7271840678,44-618-0600,104
252-88-1109,"Maury Bau","541 Tennessee Hill",Denver,80209,Colorado,1965-11-26,7198243663,69-192-7922,124
253-11-7229,"Burk Chadburn","88052 Charing Cross Pass",Lancaster,17605,Pennsylvania,1903-10-06,7171172451,14-384-2939,104
253-11-7229,"Burk Chadburn","88052 Charing Cross Pass",Lancaster,17605,Pennsylvania,1903-10-06,7171172451,14-384-2939,100
253-11-7229,"Burk Chadburn","88052 Charing Cross Pass",Lancaster,17605,Pennsylvania,1903-10-06,7171172451,14-384-2939,102
253-11-7229,"Burk Chadburn","88052 Charing Cross Pass",Lancaster,17605,Pennsylvania,1903-10-06,7171172451,14-384-2939,110
253-11-7229,"Burk Chadburn","88052 Charing Cross Pass",Lancaster,17605,Pennsylvania,1903-10-06,7171172451,14-384-2939,108
253-48-2392,"Marybelle Lubman","87 Lukken Street",Champaign,61825,Illinois,1965-07-13,2178450756,05-212-3704,104
254-04-6928,"Mella Carss","59264 Morningstar Plaza",Hartford,6145,Connecticut,2008-08-26,8603911467,22-285-1947,106
254-04-6928,"Mella Carss","59264 Morningstar Plaza",Hartford,6145,Connecticut,2008-08-26,8603911467,22-285-1947,112
254-04-6928,"Mella Carss","59264 Morningstar Plaza",Hartford,6145,Connecticut,2008-08-26,8603911467,22-285-1947,124
254-82-4881,"Bogart Hesbrook","027 Hudson Center","Grand Rapids",49518,Michigan,1902-02-14,6163904944,38-183-8757,112
254-82-4881,"Bogart Hesbrook","027 Hudson Center","Grand Rapids",49518,Michigan,1902-02-14,6163904944,38-183-8757,122
256-16-6587,"Ferdinanda Ielden","50708 Roth Trail","Des Moines",50369,Iowa,1980-10-22,5157519360,28-990-1568,124
256-16-6587,"Ferdinanda Ielden","50708 Roth Trail","Des Moines",50369,Iowa,1980-10-22,5157519360,28-990-1568,100
256-16-6587,"Ferdinanda Ielden","50708 Roth Trail","Des Moines",50369,Iowa,1980-10-22,5157519360,28-990-1568,108
256-19-9298,"Penrod Brann","9258 Cambridge Way",Prescott,86305,Arizona,1959-05-19,5204797398,80-711-7692,106
256-19-9298,"Penrod Brann","9258 Cambridge Way",Prescott,86305,Arizona,1959-05-19,5204797398,80-711-7692,118
256-19-9298,"Penrod Brann","9258 Cambridge Way",Prescott,86305,Arizona,1959-05-19,5204797398,80-711-7692,120
256-80-9584,"Kip Rout","5210 Bluestem Circle",Atlanta,30343,Georgia,1968-12-30,4041395106,18-439-1489,110
256-80-9584,"Kip Rout","5210 Bluestem Circle",Atlanta,30343,Georgia,1968-12-30,4041395106,18-439-1489,124
256-80-9584,"Kip Rout","5210 Bluestem Circle",Atlanta,30343,Georgia,1968-12-30,4041395106,18-439-1489,100
257-25-2217,"Adorne Maddick","48058 Basil Court",Lansing,48919,Michigan,1907-12-19,5177950280,31-448-4700,104
257-31-5969,"Magdalen Lushey","72728 Bashford Drive",Dallas,75260,Texas,1909-03-01,2145240944,31-448-4700,104
258-04-7185,"Adela Memmory","8 Sycamore Park",Springfield,45505,Ohio,1922-11-05,9378488617,40-386-3571,102
258-04-7185,"Adela Memmory","8 Sycamore Park",Springfield,45505,Ohio,1922-11-05,9378488617,40-386-3571,122
258-04-7185,"Adela Memmory","8 Sycamore Park",Springfield,45505,Ohio,1922-11-05,9378488617,40-386-3571,114
258-53-0285,"Ally Vina","127 Dixon Circle","El Paso",79905,Texas,2016-12-23,9157529834,27-836-4773,118
258-53-0285,"Ally Vina","127 Dixon Circle","El Paso",79905,Texas,2016-12-23,9157529834,27-836-4773,112
258-53-0285,"Ally Vina","127 Dixon Circle","El Paso",79905,Texas,2016-12-23,9157529834,27-836-4773,104
258-53-0285,"Ally Vina","127 Dixon Circle","El Paso",79905,Texas,2016-12-23,9157529834,27-836-4773,102
259-69-8391,"Forrester Dun","944 Red Cloud Drive","Garden Grove",92844,California,1987-11-13,7144774540,96-251-8140,102
259-69-8391,"Forrester Dun","944 Red Cloud Drive","Garden Grove",92844,California,1987-11-13,7144774540,96-251-8140,110
259-69-8391,"Forrester Dun","944 Red Cloud Drive","Garden Grove",92844,California,1987-11-13,7144774540,96-251-8140,100
259-69-8391,"Forrester Dun","944 Red Cloud Drive","Garden Grove",92844,California,1987-11-13,7144774540,96-251-8140,104
259-69-8391,"Forrester Dun","944 Red Cloud Drive","Garden Grove",92844,California,1987-11-13,7144774540,96-251-8140,124
259-69-8391,"Forrester Dun","944 Red Cloud Drive","Garden Grove",92844,California,1987-11-13,7144774540,96-251-8140,122
259-69-8391,"Forrester Dun","944 Red Cloud Drive","Garden Grove",92844,California,1987-11-13,7144774540,96-251-8140,120
259-69-8391,"Forrester Dun","944 Red Cloud Drive","Garden Grove",92844,California,1987-11-13,7144774540,96-251-8140,114
259-89-0821,"Yorke Stackbridge","77 Stone Corner Point",Pittsburgh,15210,Pennsylvania,1905-02-08,4124050452,28-990-1568,124
259-89-0821,"Yorke Stackbridge","77 Stone Corner Point",Pittsburgh,15210,Pennsylvania,1905-02-08,4124050452,28-990-1568,100
259-89-0821,"Yorke Stackbridge","77 Stone Corner Point",Pittsburgh,15210,Pennsylvania,1905-02-08,4124050452,28-990-1568,108
260-03-9447,"Allix Lavis","33 Helena Pass",Washington,20420,"District of Columbia",1942-03-12,2022614587,18-439-1489,110
260-03-9447,"Allix Lavis","33 Helena Pass",Washington,20420,"District of Columbia",1942-03-12,2022614587,18-439-1489,100
260-03-9447,"Allix Lavis","33 Helena Pass",Washington,20420,"District of Columbia",1942-03-12,2022614587,18-439-1489,124
261-46-3632,"Sam Hearty","597 Milwaukee Street",Longview,75605,Texas,1950-04-11,9036292625,36-768-2911,118
261-46-3632,"Sam Hearty","597 Milwaukee Street",Longview,75605,Texas,1950-04-11,9036292625,36-768-2911,114
261-46-3632,"Sam Hearty","597 Milwaukee Street",Longview,75605,Texas,1950-04-11,9036292625,36-768-2911,122
261-46-3632,"Sam Hearty","597 Milwaukee Street",Longview,75605,Texas,1950-04-11,9036292625,36-768-2911,106
262-86-5534,"Rosetta Rosensaft","498 Golden Leaf Point",Beaufort,29905,"South Carolina",2003-09-06,8438506824,77-304-4805,104
262-86-5534,"Rosetta Rosensaft","498 Golden Leaf Point",Beaufort,29905,"South Carolina",2003-09-06,8438506824,77-304-4805,108
264-73-8459,"Madlin Meltetal","8 Eggendart Plaza",Scranton,18505,Pennsylvania,2009-10-24,5701193556,40-386-3571,102
264-73-8459,"Madlin Meltetal","8 Eggendart Plaza",Scranton,18505,Pennsylvania,2009-10-24,5701193556,40-386-3571,114
264-73-8459,"Madlin Meltetal","8 Eggendart Plaza",Scranton,18505,Pennsylvania,2009-10-24,5701193556,40-386-3571,122
264-73-8976,"Viviene Mowen","8702 Sugar Trail",Inglewood,90305,California,1953-03-26,3106528514,82-858-3085,100
264-85-7014,"Johnnie Rowbury","684 Hermina Alley",Vienna,22184,Virginia,2014-01-12,5712297349,80-711-7692,106
264-85-7014,"Johnnie Rowbury","684 Hermina Alley",Vienna,22184,Virginia,2014-01-12,5712297349,80-711-7692,120
264-85-7014,"Johnnie Rowbury","684 Hermina Alley",Vienna,22184,Virginia,2014-01-12,5712297349,80-711-7692,118
266-64-9210,"Gerardo Harragin","2 Hoffman Crossing",Provo,84605,Utah,2004-03-15,8017307877,52-271-5785,114
266-64-9210,"Gerardo Harragin","2 Hoffman Crossing",Provo,84605,Utah,2004-03-15,8017307877,52-271-5785,122
266-64-9210,"Gerardo Harragin","2 Hoffman Crossing",Provo,84605,Utah,2004-03-15,8017307877,52-271-5785,110
266-71-0615,"Kally McArtan","2936 Veith Pass",Roanoke,24034,Virginia,1904-04-04,5406777201,74-575-2423,116
266-71-0615,"Kally McArtan","2936 Veith Pass",Roanoke,24034,Virginia,1904-04-04,5406777201,74-575-2423,122
266-71-0615,"Kally McArtan","2936 Veith Pass",Roanoke,24034,Virginia,1904-04-04,5406777201,74-575-2423,124
266-71-0615,"Kally McArtan","2936 Veith Pass",Roanoke,24034,Virginia,1904-04-04,5406777201,74-575-2423,108
267-08-6387,"Butch Duley","08 Hermina Terrace",Louisville,40233,Kentucky,1967-07-21,5024905442,78-297-6374,102
267-09-1077,"Morgan Truckell","26465 Bluestem Parkway",Johnstown,15906,Pennsylvania,1976-03-31,8143012627,22-323-0813,106
267-09-1077,"Morgan Truckell","26465 Bluestem Parkway",Johnstown,15906,Pennsylvania,1976-03-31,8143012627,22-323-0813,114
267-09-1077,"Morgan Truckell","26465 Bluestem Parkway",Johnstown,15906,Pennsylvania,1976-03-31,8143012627,22-323-0813,110
267-22-7808,"Ashby Grugerr","3444 Glendale Center",Chicago,60691,Illinois,1991-05-20,3124096136,05-212-3704,104
268-01-2798,"Abby Chaster","6235 Doe Crossing Crossing","San Bernardino",92410,California,1984-04-06,9511399359,19-605-3360,106
268-01-2798,"Abby Chaster","6235 Doe Crossing Crossing","San Bernardino",92410,California,1984-04-06,9511399359,19-605-3360,112
268-01-2798,"Abby Chaster","6235 Doe Crossing Crossing","San Bernardino",92410,California,1984-04-06,9511399359,19-605-3360,118
268-90-1937,"Jocelin Erickson","9561 Macpherson Terrace",Orlando,32885,Florida,1984-05-12,4075933061,99-416-9999,100
269-16-1974,"Benny Winley","821 Bartelt Terrace",Waltham,2453,Massachusetts,2021-02-09,7749099961,14-373-4613,106
269-16-1974,"Benny Winley","821 Bartelt Terrace",Waltham,2453,Massachusetts,2021-02-09,7749099961,14-373-4613,118
269-89-1383,"Vincent Probyn","55367 Maryland Avenue",Austin,78789,Texas,1979-05-27,5128076294,44-618-0600,112
269-89-1383,"Vincent Probyn","55367 Maryland Avenue",Austin,78789,Texas,1979-05-27,5128076294,44-618-0600,122
269-89-1383,"Vincent Probyn","55367 Maryland Avenue",Austin,78789,Texas,1979-05-27,5128076294,44-618-0600,104
269-89-1383,"Vincent Probyn","55367 Maryland Avenue",Austin,78789,Texas,1979-05-27,5128076294,44-618-0600,110
274-93-1504,"Piggy Costar","7336 Reinke Parkway","New York City",10203,"New York",1909-02-05,2122159916,77-304-4805,104
274-93-1504,"Piggy Costar","7336 Reinke Parkway","New York City",10203,"New York",1909-02-05,2122159916,77-304-4805,108
275-42-6990,"Angus Meneyer","5078 Rutledge Place",Cleveland,44191,Ohio,2000-08-26,2163595360,80-711-7692,106
275-42-6990,"Angus Meneyer","5078 Rutledge Place",Cleveland,44191,Ohio,2000-08-26,2163595360,80-711-7692,120
275-42-6990,"Angus Meneyer","5078 Rutledge Place",Cleveland,44191,Ohio,2000-08-26,2163595360,80-711-7692,118
276-28-8078,"Saidee Marcussen","02358 Straubel Park",Washington,20099,"District of Columbia",1981-09-22,2027777289,22-323-0813,110
276-28-8078,"Saidee Marcussen","02358 Straubel Park",Washington,20099,"District of Columbia",1981-09-22,2027777289,22-323-0813,114
276-28-8078,"Saidee Marcussen","02358 Straubel Park",Washington,20099,"District of Columbia",1981-09-22,2027777289,22-323-0813,106
276-76-3303,"Tait Zettoi","341 Derek Junction","Fort Lauderdale",33320,Florida,1924-02-15,7543511522,80-711-7692,106
276-76-3303,"Tait Zettoi","341 Derek Junction","Fort Lauderdale",33320,Florida,1924-02-15,7543511522,80-711-7692,120
276-76-3303,"Tait Zettoi","341 Derek Junction","Fort Lauderdale",33320,Florida,1924-02-15,7543511522,80-711-7692,118
277-01-1108,"Muffin Readitt","024 Rowland Road",Memphis,38104,Tennessee,1985-04-08,6157667135,64-866-6708,116
277-01-1108,"Muffin Readitt","024 Rowland Road",Memphis,38104,Tennessee,1985-04-08,6157667135,64-866-6708,120
277-01-1108,"Muffin Readitt","024 Rowland Road",Memphis,38104,Tennessee,1985-04-08,6157667135,64-866-6708,122
277-01-1108,"Muffin Readitt","024 Rowland Road",Memphis,38104,Tennessee,1985-04-08,6157667135,64-866-6708,106
277-17-3161,"Martino Caldow","12 Fieldstone Crossing",Palmdale,93591,California,1929-07-14,6616759767,78-297-6374,102
277-93-9301,"Raphael Soal","140 Pine View Crossing",Miami,33142,Florida,1991-08-12,3052333730,99-416-9999,100
278-08-8239,"Rodolph Hattiff","35240 Commercial Way",Springfield,62711,Illinois,1932-10-22,2178923272,44-618-0600,104
278-08-8239,"Rodolph Hattiff","35240 Commercial Way",Springfield,62711,Illinois,1932-10-22,2178923272,44-618-0600,110
278-08-8239,"Rodolph Hattiff","35240 Commercial Way",Springfield,62711,Illinois,1932-10-22,2178923272,44-618-0600,122
278-08-8239,"Rodolph Hattiff","35240 Commercial Way",Springfield,62711,Illinois,1932-10-22,2178923272,44-618-0600,112
278-86-6423,"Biddy Shrubsall","1 Tennyson Plaza","San Antonio",78220,Texas,1982-05-17,2109406503,77-304-4805,108
278-86-6423,"Biddy Shrubsall","1 Tennyson Plaza","San Antonio",78220,Texas,1982-05-17,2109406503,77-304-4805,104
282-65-7519,"Cacilia Trobey","0849 Oxford Hill","Silver Spring",20918,Maryland,1969-10-23,2401110444,78-297-6374,102
283-02-1994,"Darelle Etherson","94 Evergreen Junction",Phoenix,85025,Arizona,1956-09-18,9286360075,80-711-7692,106
283-02-1994,"Darelle Etherson","94 Evergreen Junction",Phoenix,85025,Arizona,1956-09-18,9286360075,80-711-7692,118
283-02-1994,"Darelle Etherson","94 Evergreen Junction",Phoenix,85025,Arizona,1956-09-18,9286360075,80-711-7692,120
283-74-5052,"Jonell Zwicker","47111 Kropf Avenue","Las Vegas",89193,Nevada,1916-07-01,7029840772,22-323-0813,114
283-74-5052,"Jonell Zwicker","47111 Kropf Avenue","Las Vegas",89193,Nevada,1916-07-01,7029840772,22-323-0813,110
283-74-5052,"Jonell Zwicker","47111 Kropf Avenue","Las Vegas",89193,Nevada,1916-07-01,7029840772,22-323-0813,106
284-08-5726,"Layla Bertenshaw","50492 Oxford Park",Harrisburg,17140,Pennsylvania,2020-04-22,7173276392,38-183-8757,122
284-08-5726,"Layla Bertenshaw","50492 Oxford Park",Harrisburg,17140,Pennsylvania,2020-04-22,7173276392,38-183-8757,112
285-01-8341,"Lynnet Belchambers","01760 Meadow Ridge Center",Oakland,94627,California,2005-11-13,5105239831,93-738-4268,106
285-01-8341,"Lynnet Belchambers","01760 Meadow Ridge Center",Oakland,94627,California,2005-11-13,5105239831,93-738-4268,124
285-10-7084,"Salaidh Bartleman","5 Kenwood Avenue","Santa Monica",90405,California,2007-11-30,3106931158,52-271-5785,122
285-10-7084,"Salaidh Bartleman","5 Kenwood Avenue","Santa Monica",90405,California,2007-11-30,3106931158,52-271-5785,114
285-10-7084,"Salaidh Bartleman","5 Kenwood Avenue","Santa Monica",90405,California,2007-11-30,3106931158,52-271-5785,110
285-70-9231,"Lyle Gianolo","84071 Thierer Plaza","Santa Rosa",95405,California,1950-12-08,7076631324,99-416-9999,100
286-18-8023,"Birdie Pittel","491 Sycamore Avenue",Chicago,60604,Illinois,1961-03-03,2245932769,40-386-3571,102
286-18-8023,"Birdie Pittel","491 Sycamore Avenue",Chicago,60604,Illinois,1961-03-03,2245932769,40-386-3571,122
286-18-8023,"Birdie Pittel","491 Sycamore Avenue",Chicago,60604,Illinois,1961-03-03,2245932769,40-386-3571,114
286-56-0399,"Mae Delafoy","13 Namekagon Plaza",Albuquerque,87105,"New Mexico",2015-11-18,5056876728,78-297-6374,102
286-94-8731,"Bobbie Glenton","1785 Bluejay Alley","New Haven",6520,Connecticut,1900-03-15,2034685926,44-618-0600,104
286-94-8731,"Bobbie Glenton","1785 Bluejay Alley","New Haven",6520,Connecticut,1900-03-15,2034685926,44-618-0600,110
286-94-8731,"Bobbie Glenton","1785 Bluejay Alley","New Haven",6520,Connecticut,1900-03-15,2034685926,44-618-0600,112
286-94-8731,"Bobbie Glenton","1785 Bluejay Alley","New Haven",6520,Connecticut,1900-03-15,2034685926,44-618-0600,122
286-99-2451,"Sapphire Arrol","04 Riverside Court",Topeka,66611,Kansas,1909-10-04,7855912272,87-043-6401,112
286-99-2451,"Sapphire Arrol","04 Riverside Court",Topeka,66611,Kansas,1909-10-04,7855912272,87-043-6401,114
286-99-2451,"Sapphire Arrol","04 Riverside Court",Topeka,66611,Kansas,1909-10-04,7855912272,87-043-6401,124
286-99-2451,"Sapphire Arrol","04 Riverside Court",Topeka,66611,Kansas,1909-10-04,7855912272,87-043-6401,104
286-99-2451,"Sapphire Arrol","04 Riverside Court",Topeka,66611,Kansas,1909-10-04,7855912272,87-043-6401,100
286-99-2451,"Sapphire Arrol","04 Riverside Court",Topeka,66611,Kansas,1909-10-04,7855912272,87-043-6401,110
286-99-2451,"Sapphire Arrol","04 Riverside Court",Topeka,66611,Kansas,1909-10-04,7855912272,87-043-6401,106
286-99-2451,"Sapphire Arrol","04 Riverside Court",Topeka,66611,Kansas,1909-10-04,7855912272,87-043-6401,108
287-35-9618,"Zenia Aspey","184 Tony Circle",Dayton,45419,Ohio,2000-07-21,9372800408,74-575-2423,108
287-35-9618,"Zenia Aspey","184 Tony Circle",Dayton,45419,Ohio,2000-07-21,9372800408,74-575-2423,124
287-35-9618,"Zenia Aspey","184 Tony Circle",Dayton,45419,Ohio,2000-07-21,9372800408,74-575-2423,116
287-35-9618,"Zenia Aspey","184 Tony Circle",Dayton,45419,Ohio,2000-07-21,9372800408,74-575-2423,122
288-73-7809,"Umberto Castellanos","1 Warbler Circle",Chicago,60609,Illinois,1981-06-02,3126070151,38-183-8757,112
288-73-7809,"Umberto Castellanos","1 Warbler Circle",Chicago,60609,Illinois,1981-06-02,3126070151,38-183-8757,122
289-72-6352,"Chiarra Bounde","9065 Eagle Crest Drive","El Paso",79984,Texas,2020-03-27,9159142936,18-439-1489,110
289-72-6352,"Chiarra Bounde","9065 Eagle Crest Drive","El Paso",79984,Texas,2020-03-27,9159142936,18-439-1489,124
289-72-6352,"Chiarra Bounde","9065 Eagle Crest Drive","El Paso",79984,Texas,2020-03-27,9159142936,18-439-1489,100
289-82-9068,"Bea Antuoni","367 Butternut Lane",Katy,77493,Texas,1983-08-20,8323381513,31-448-4700,104
291-28-9013,"Laverne Bleiman","41 Kedzie Hill",Miami,33196,Florida,1939-04-16,7861406155,38-183-8757,122
291-28-9013,"Laverne Bleiman","41 Kedzie Hill",Miami,33196,Florida,1939-04-16,7861406155,38-183-8757,112
291-53-0930,"Horatia Sabatini","8 Hayes Street",Washington,20503,"District of Columbia",1905-01-12,2027085703,39-256-1100,116
291-53-0930,"Horatia Sabatini","8 Hayes Street",Washington,20503,"District of Columbia",1905-01-12,2027085703,39-256-1100,104
291-53-0930,"Horatia Sabatini","8 Hayes Street",Washington,20503,"District of Columbia",1905-01-12,2027085703,39-256-1100,110
291-53-0930,"Horatia Sabatini","8 Hayes Street",Washington,20503,"District of Columbia",1905-01-12,2027085703,39-256-1100,100
294-57-5599,"Hanson Storm","36337 Grayhawk Alley",Albuquerque,87105,"New Mexico",1961-05-08,5059304347,14-384-2939,102
294-57-5599,"Hanson Storm","36337 Grayhawk Alley",Albuquerque,87105,"New Mexico",1961-05-08,5059304347,14-384-2939,100
294-57-5599,"Hanson Storm","36337 Grayhawk Alley",Albuquerque,87105,"New Mexico",1961-05-08,5059304347,14-384-2939,110
294-57-5599,"Hanson Storm","36337 Grayhawk Alley",Albuquerque,87105,"New Mexico",1961-05-08,5059304347,14-384-2939,108
294-57-5599,"Hanson Storm","36337 Grayhawk Alley",Albuquerque,87105,"New Mexico",1961-05-08,5059304347,14-384-2939,104
295-89-6281,"Ammamaria Gisburn","35800 Lyons Crossing","New York City",10280,"New York",2013-03-07,6466290533,64-866-6708,106
