case_id,stateofcase,court_rules,ruling,judge,dept_num,litigating_attny,max(emp_ssn),client_ssn
284666,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Rowe Shillaker,2939-110,832-55-6623,887-66-6020,348-72-6005
285280,resolved,https://www.courts.wa.gov/court_rules/,guilty,Carrol Rupke,1568-108,163-73-4864,448-28-9062,818-24-3677
286116,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Stella McCann,1489-100,622-24-7567,763-47-7190,734-21-9519
286398,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Brandtr Pencost,4773-102,523-20-1170,270-50-0293,669-64-9292
286461,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Lorena Uccelli,1100-104,290-19-1965,827-01-0136,507-48-5204
287985,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Arabella Mortell,2423-116,643-91-9391,531-27-9690,745-68-6909
288158,resolved,https://www.courts.wa.gov/court_rules/,guilty,Byrle Allport,4773-102,270-50-0293,437-71-4238,730-17-8957
288880,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Farra Ahrens,1489-124,286-08-6820,740-96-7392,698-70-5264
290035,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Evy Burwin,5785-114,882-48-0443,882-48-0443,733-10-5568
291321,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Sigvard Silcocks,3360-112,437-03-4413,621-05-0258,756-69-4430
291739,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Salomon Harriday,1489-110,761-94-2452,869-25-8795,855-97-2879
294385,in_court,https://www.courts.wa.gov/court_rules/,guilty,Norrie Frowen,2021-124,646-02-6477,821-13-8845,467-48-7617
294771,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Ethelred Gerrit,2911-114,206-13-8461,208-17-8822,784-87-2935
295684,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Onida Heynel,6708-122,332-17-6917,667-46-4297,864-06-1125
296672,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Ethyl Simner,4773-104,699-48-0806,699-48-0806,731-17-8521
297051,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Mathe Beades,8140-122,143-12-9031,184-17-1439,394-62-7695
298036,resolved,https://www.courts.wa.gov/court_rules/,guilty,Beryl Flowerden,3571-114,536-02-6115,680-86-9500,323-94-6403
298122,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Max Le Barr,7692-118,599-45-5344,604-30-9646,565-80-5291
299800,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Waite Goulbourn,1489-100,622-24-7567,124-06-6949,533-24-2364
300258,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Francine Fatharly,3360-106,400-37-3845,302-08-3160,301-82-6125
300401,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Kile Merrigans,1100-116,139-50-9142,335-63-1324,387-95-8686
301016,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Davina Sperrett,1489-124,346-26-0082,346-26-0082,735-41-5536
301732,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Florella Tesdale,6708-106,406-43-9194,882-25-8581,407-76-0257
302161,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Carolynn Dubois,7692-120,628-35-8432,626-83-2558,695-41-7953
308770,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Valerye Addicote,1489-100,124-06-6949,124-06-6949,698-73-7105
309429,in_court,https://www.courts.wa.gov/court_rules/,guilty,Eddie Sallows,2021-102,587-23-4428,424-04-3702,778-97-6817
312411,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Darsie Sambell,8140-120,135-15-7078,135-15-7078,253-11-7229
314018,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Veradis Busfield,2911-114,208-17-8822,307-54-2627,318-55-9543
314242,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Delilah Fancourt,6401-124,886-06-2383,607-16-1404,291-28-9013
315844,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Ellyn Emig,2939-110,548-26-4588,722-84-6376,396-70-9757
316176,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Anissa Osmant,4805-104,698-48-7328,284-26-7916,372-02-0798
316932,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Fey Sacher,8140-122,879-83-9746,879-83-9746,840-98-7621
318036,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Conrad Lackner,3571-102,465-88-0821,861-41-8404,204-49-8294
318910,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Donall Gobolos,3571-114,546-61-2251,740-51-3147,204-41-1029
320370,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Cleopatra Conniam,2911-118,381-97-9579,233-92-9220,754-84-3713
320720,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Demetris Bradberry,9999-100,659-30-2917,252-48-0736,560-55-8700
323411,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Bryn Hurdle,6708-122,667-46-4297,147-25-5196,632-77-1311
325109,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Trace Lanfranchi,3360-106,400-37-3845,302-08-3160,756-68-5151
326822,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Dacia Esslement,1947-112,513-27-1794,643-76-2988,871-62-4926
327952,resolved,https://www.courts.wa.gov/court_rules/,guilty,August Glawsop,5785-110,334-46-8368,108-23-4456,733-15-0300
328132,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Torr Strafford,8140-122,879-83-9746,607-90-1474,840-98-7621
329590,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Shaylynn Drayn,6708-120,138-74-6218,886-97-5882,428-27-0597
330835,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Arnoldo Bilbee,8140-110,201-58-3220,781-25-2194,838-18-7638
331406,resolved,https://www.courts.wa.gov/court_rules/,guilty,Wilmar Wall,6401-110,838-01-0010,187-28-4130,479-23-3338
332677,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Rab Kinnin,8140-124,667-31-9496,667-31-9496,717-55-8172
333050,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Genovera Keohane,0600-112,274-42-2902,274-42-2902,597-12-1857
335628,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Merola Nockles,3571-122,546-74-7217,684-61-2022,402-08-2285
336597,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Tracy Wallis,6401-108,584-31-9438,850-48-9127,476-38-8145
337126,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Valentine Kos,1947-106,141-90-0882,576-65-7780,778-14-9693
338874,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Iggy Emlin,5785-114,346-63-1828,882-48-0443,873-50-1460
339173,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Alano Gosswell,5785-104,829-06-0986,188-70-4037,701-31-7626
340146,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Reginald Figgen,1568-108,820-14-3519,485-24-0489,319-74-5775
340948,in_court,https://www.courts.wa.gov/court_rules/,guilty,Jessie Thaim,8140-114,619-18-9658,226-63-8285,432-63-6340
341005,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Tonie Cuddehy,1100-116,542-51-7064,669-92-0934,184-39-0635
341564,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Lion Chaman,0813-110,454-74-9267,307-70-6151,898-91-8536
341813,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Stillman Foulger,8140-114,619-18-9658,502-07-5870,836-03-8754
342740,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Shayne Ramey,4700-104,788-21-9575,898-54-5280,177-26-0021
344536,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Maxine Eyer,6708-116,736-55-6485,436-87-5921,805-58-4009
345469,resolved,https://www.courts.wa.gov/court_rules/,guilty,Lukas Olyet,6401-110,786-36-0678,838-01-0010,488-37-6254
345741,in_court,https://www.courts.wa.gov/court_rules/,guilty,Martie Shearsby,3085-100,353-08-8345,533-42-5987,267-09-1077
345878,in_court,https://www.courts.wa.gov/court_rules/,guilty,Ileane Humpherston,7692-120,499-22-1580,499-22-1580,832-17-4689
346122,in_court,https://www.courts.wa.gov/court_rules/,guilty,Pippa Simmance,6401-106,319-44-8913,895-56-7540,888-54-8617
346144,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Ralina Reaper,4773-102,286-23-6296,437-71-4238,816-05-1612
348765,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Scarface McGonigal,9999-100,740-71-9401,738-40-3717,426-21-2212
350727,resolved,https://www.courts.wa.gov/court_rules/,guilty,Benedikta Boobier,7817-106,571-07-4367,236-99-0161,492-81-2393
351106,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Susy Aldington,7922-124,417-41-0144,289-17-0347,432-82-9775
351552,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Jacenta Cridlan,3704-104,789-30-7345,832-36-1730,832-18-5516
351762,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Olin Greene,8757-112,607-33-8140,261-18-2166,587-55-2205
354280,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Cristabel Olden,4773-118,399-69-2407,832-54-9261,667-86-2055
354702,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Alon Jaskiewicz,4773-104,111-22-3365,551-96-0032,663-44-2148
354845,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Gabie Hugle,3360-106,215-91-0283,276-91-5763,301-82-6125
356912,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Ram Alsop,2911-122,404-48-0300,681-10-3717,549-63-3811
357972,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Doralynne Malyon,1568-108,820-14-3519,163-73-4864,526-41-6218
359558,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Haven Newham,6401-100,601-84-4035,276-67-0571,488-14-1925
360573,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Brittan Jedrzej,0813-110,492-09-3743,529-91-5824,898-91-8536
361244,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Myrle Pickaver,9999-100,252-48-0736,740-71-9401,861-70-6864
362329,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Agosto Bertin,6708-120,799-04-0889,650-35-0467,862-24-7656
363225,in_court,https://www.courts.wa.gov/court_rules/,guilty,Dale Simionescu,4805-104,507-84-3370,698-48-7328,175-60-4814
364552,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Win Roizn,4805-104,698-48-7328,440-32-1716,578-09-8825
366615,in_court,https://www.courts.wa.gov/court_rules/,guilty,Wilfred Cowsby,4773-104,227-73-2714,229-60-9810,815-60-3422
366649,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Joanna Citrine,0600-112,267-15-5097,595-36-5550,896-06-0453
366666,in_court,https://www.courts.wa.gov/court_rules/,guilty,Carola Jurick,1568-108,183-23-2741,485-24-0489,341-05-6800
368016,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Konstanze Gilvary,1100-110,365-23-7360,885-10-8254,398-46-1480
368152,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Neall Zimek,7692-118,181-77-5874,604-30-9646,737-98-3226
368387,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Grantley Iacovaccio,1568-100,728-59-5085,855-46-2794,793-16-9643
368985,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Joane Menezes,0813-110,154-07-9921,154-07-9921,268-01-2798
369361,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Daniele Winkworth,3360-112,516-97-3562,621-05-0258,309-62-7135
369688,in_court,https://www.courts.wa.gov/court_rules/,guilty,Jacquenette Lammenga,6708-120,642-33-3501,526-88-7489,635-01-2044
369808,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Boigie Thomas,2939-102,632-78-5229,253-16-0168,345-15-3489
373305,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Matthieu Benedek,8140-114,823-62-6693,823-62-6693,714-08-5799
375839,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Cass Stitcher,4773-102,286-23-6296,367-13-0639,663-87-1907
378343,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Gae Conybear,8140-110,788-77-5777,781-25-2194,434-54-5783
379232,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Georgena Yeend,2939-100,712-06-2292,886-56-7000,346-59-4258
379279,resolved,https://www.courts.wa.gov/court_rules/,guilty,Courtnay Gernier,1100-116,201-02-3735,218-70-2670,624-49-9692
379581,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Loutitia Van Niekerk,4268-106,744-21-1768,388-98-4676,499-59-5675
379869,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Lucine Dumphy,4773-102,628-43-8933,395-87-4103,816-05-1612
382037,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Siana Roycroft,8140-102,818-77-8533,853-02-8496,726-20-9836
383066,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Sorcha Kitcatt,8757-112,607-33-8140,261-18-2166,754-44-2422
383537,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Jessalyn Gherardelli,0813-114,347-98-5091,770-13-1354,383-11-0614
384275,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Shay Bracken,2911-118,213-93-0122,387-27-8434,315-38-4426
384338,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Garey Pactat,1100-104,872-17-9239,872-17-9239,451-78-3005
384905,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Aurora Hlavac,2939-104,699-18-9855,250-83-5541,312-89-4134
386738,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Lib Dorkens,6401-112,502-59-2516,293-85-2516,843-09-1240
387024,resolved,https://www.courts.wa.gov/court_rules/,guilty,Rosina Horsewood,1100-116,604-42-3360,542-51-7064,453-53-6977
388781,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Nari Godbehere,4773-104,551-96-0032,551-96-0032,663-44-2148
390890,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Hildagard Congreve,5785-122,462-24-2809,593-21-9391,873-97-2987
391354,in_court,https://www.courts.wa.gov/court_rules/,guilty,Ulrike Rivaland,0600-122,259-19-1686,623-71-4454,562-26-9814
391655,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Anita Sprake,2911-114,777-41-2922,656-51-2165,827-59-7195
391846,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Anita Zoellner,6708-120,750-95-8080,526-88-7489,356-09-2616
392181,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Leandra Nolleth,4268-106,519-49-0274,388-98-4676,499-59-5675
392838,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Denni Steketee,6708-106,649-09-6986,649-09-6986,407-76-0257
393676,in_court,https://www.courts.wa.gov/court_rules/,guilty,Carla MacKegg,5785-114,882-48-0443,428-13-0731,221-61-7046
394641,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Murvyn Trapp,3704-104,136-51-8043,746-16-7782,832-18-5516
396454,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Stephanus Jatczak,8140-122,607-90-1474,607-90-1474,823-87-9528
397201,resolved,https://www.courts.wa.gov/court_rules/,guilty,Paulie Kleinbaum,2911-118,387-27-8434,233-92-9220,829-28-6805
397249,resolved,https://www.courts.wa.gov/court_rules/,guilty,Adolph Castagnone,8140-110,201-58-3220,201-58-3220,838-18-7638
397910,in_court,https://www.courts.wa.gov/court_rules/,guilty,Irvine Longthorne,6401-110,786-36-0678,786-36-0678,844-34-3018
398725,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Paton Durgan,1100-116,669-92-0934,218-70-2670,509-30-9120
399272,in_court,https://www.courts.wa.gov/court_rules/,guilty,Danya Southwell,6401-110,291-47-1944,786-36-0678,600-70-9248
399383,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Antoni Gartan,1489-100,622-24-7567,647-34-5812,749-83-3166
402169,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Bartie Magowan,6708-116,878-58-7566,878-58-7566,409-63-7757
402648,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Blakelee Mervyn,1100-100,348-28-4231,168-42-4136,184-27-3835
403115,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Fredericka Vittori,4613-106,192-59-7554,756-62-6086,743-87-7965
404757,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Nial Ayre,4805-108,764-56-6492,105-49-5346,384-69-1427
406184,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Anetta Reimer,3360-118,488-08-2600,560-32-7632,307-58-9859
406276,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Freemon Katt,6401-106,895-56-7540,446-50-1616,447-19-5911
406369,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Thibaut Otley,8140-104,165-46-3512,544-78-8318,311-05-1633
406677,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Sam Lunt,1489-100,647-34-5812,482-59-6333,753-73-8073
407031,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Ellynn Bagehot,6401-108,584-31-9438,894-66-8353,278-86-6423
407067,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Amandie Caro,6708-106,287-93-3797,428-19-9096,157-98-4869
407142,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Levey Robotham,2423-108,728-36-9975,651-23-1790,746-56-0834
407385,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Ripley Roostan,4700-104,898-54-5280,548-75-5399,534-73-5162
409161,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Garvin McAllen,8140-120,135-15-7078,673-33-3136,727-38-2725
409476,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Leopold Ovett,6401-108,634-32-2227,756-09-7219,661-85-4131
409866,resolved,https://www.courts.wa.gov/court_rules/,guilty,Audra Stemp,6708-106,444-47-9809,649-09-6986,462-56-1980
410190,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Mayer Rysom,1100-110,369-15-2521,816-70-5401,388-82-9828
410355,in_court,https://www.courts.wa.gov/court_rules/,guilty,Marlyn Delgardillo,2911-106,445-68-9334,785-62-8259,317-65-3625
410475,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Farrah Fitzsymonds,0600-110,405-44-3872,473-56-2674,894-15-9419
411653,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Alberta Imbrey,2939-110,129-89-0414,820-05-8945,411-58-1504
411823,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Olivier Judson,2939-102,172-69-8751,615-58-9774,395-81-1031
412111,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Birch Tye,7817-106,571-07-4367,764-57-0411,707-81-4549
413427,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Auria Meriot,6401-108,398-47-8954,634-32-2227,476-38-8145
413837,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Berthe Napthine,2423-122,258-70-5396,258-70-5396,878-91-9752
414209,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Rhea Gilders,3085-100,315-60-9969,315-60-9969,729-48-6724
415870,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Evangeline Peek,7922-124,459-43-5955,642-20-1446,492-71-3837
415885,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Marnie Valentelli,6401-104,590-90-9378,436-33-1850,597-60-4603
416485,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Loren Castletine,2939-102,850-17-1916,864-80-7444,395-81-1031
416907,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Belva Darinton,0600-112,595-36-5550,569-78-6620,235-18-6698
419350,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Shayla Esland,1100-116,218-70-2670,335-63-1324,184-39-0635
419376,in_court,https://www.courts.wa.gov/court_rules/,guilty,Kandy Gut,4700-104,830-30-9433,548-75-5399,493-12-2997
419404,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Stafani Kesey,6708-122,573-95-8618,332-17-6917,133-97-3189
419993,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Cosetta Gibbeson,2021-102,424-04-3702,759-48-1434,783-23-3476
420713,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Ardith Fawcitt,7692-106,794-62-6350,742-13-0083,830-27-1975
422691,in_court,https://www.courts.wa.gov/court_rules/,guilty,Zebulon Guillford,0813-106,837-53-9845,837-53-9845,751-98-0163
423523,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Grier Slopier,5785-122,356-72-7977,855-92-2872,638-11-1719
425433,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Emelen Munkton,4613-118,392-97-5340,850-83-4555,707-42-2420
426258,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Pat Cutforth,4773-118,399-69-2407,611-09-7782,730-58-2568
427470,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Maynord Chalice,2911-114,208-17-8822,387-25-1188,767-46-1800
427594,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Paton Pleasaunce,6401-112,129-75-5405,512-36-8280,889-93-0171
428047,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Daniela Aubrey,3360-106,641-80-2688,267-78-7221,560-19-5592
428170,resolved,https://www.courts.wa.gov/court_rules/,guilty,Merci Petow,3571-102,308-16-1736,581-30-1976,401-63-5056
429195,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Vally Agates,6708-120,551-73-5561,650-35-0467,462-38-4756
430799,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Kellia Perl,1947-124,241-65-5732,834-99-3273,262-86-5534
431100,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Reine Reinger,4773-104,111-22-3365,348-53-8824,815-60-3422
431526,in_court,https://www.courts.wa.gov/court_rules/,guilty,Ashlen Guitonneau,8140-114,226-63-8285,669-41-0587,391-79-0439
432227,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Sibylla Normanville,2423-108,884-37-4605,761-85-9364,702-43-0979
432571,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Kipp Cuvley,8757-122,174-14-2326,708-16-1255,754-70-2296
433948,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Margie Morrow,2423-124,240-39-4866,604-42-3458,746-74-9940
435182,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Margery Ceely,6401-124,232-96-9409,886-06-2383,843-20-5327
435447,in_court,https://www.courts.wa.gov/court_rules/,guilty,Felicity Bardwell,4700-104,564-13-6541,898-54-5280,233-73-6368
437617,resolved,https://www.courts.wa.gov/court_rules/,guilty,Dasi Ayrs,2423-108,754-42-0766,728-36-9975,556-39-6368
438832,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Emmalynne Leaves,6708-106,444-47-9809,530-30-0774,799-70-4641
440827,in_court,https://www.courts.wa.gov/court_rules/,guilty,Dalton Rouke,2939-102,864-80-7444,696-38-6777,129-04-5147
441826,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Hillie Conyers,1100-100,867-46-9728,276-60-9397,623-94-9095
441836,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Xylina Craigg,2911-114,122-08-8568,206-13-8461,228-83-5535
443572,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Roxanna Stert,8140-110,788-77-5777,781-25-2194,728-40-7831
446055,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Donny Rue,4268-106,744-21-1768,744-21-1768,691-45-1139
446283,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Rowen Snary,1947-106,576-65-7780,233-97-0952,474-19-6914
447977,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Celestia Sandars,4613-118,610-37-6493,612-84-0564,866-61-2854
448077,in_court,https://www.courts.wa.gov/court_rules/,not guilty,Tiphani Aspland,0600-122,623-71-4454,623-71-4454,795-97-1394
449007,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Marv Willimott,7817-106,764-57-0411,764-57-0411,861-96-0815
449059,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Lawrence Gudger,2939-104,258-21-1460,250-83-5541,681-16-5412
449268,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Elli Fawltey,1100-116,359-27-1435,604-42-3360,387-95-8686
452510,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Lin Fricker,2939-110,537-24-1002,887-66-6020,629-58-9343
455684,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Fin Taggart,4613-106,214-41-4846,192-59-7554,327-24-5755
455866,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Anastasie Gable,2021-124,176-76-2512,646-02-6477,378-81-2438
455957,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Welsh Logsdail,1489-100,482-59-6333,812-50-4919,804-42-8235
456000,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Amargo Slainey,3085-100,192-53-4589,414-68-0779,691-06-1239
456069,resolved,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Morry Antonio,6708-106,428-19-9096,444-47-9809,632-41-9542
458363,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Durante Simmell,8757-112,587-84-7042,607-33-8140,119-20-0533
460420,resolved,https://www.courts.wa.gov/court_rules/,not guilty,Jeremy Guilloneau,6708-122,334-02-5035,356-37-7354,464-90-3022
460486,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Adler Shurmore,1489-124,758-74-0214,758-74-0214,260-03-9447
463398,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Vivian Brosoli,4613-106,708-74-2214,399-82-4717,327-24-5755
463710,in_court,https://www.courts.wa.gov/court_rules/,guilty,Sonya De Mico,2911-118,387-27-8434,381-97-9579,767-88-8801
466301,in_progress,https://www.courts.wa.gov/court_rules/,guilty,Em Henrichsen,7817-106,571-07-4367,649-04-2975,729-30-1909
466896,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Georgena McAster,3360-112,312-64-9500,669-62-8400,756-69-4430
467359,in_progress,https://www.courts.wa.gov/court_rules/,not guilty,Brandon Arnoldi,2939-100,886-56-7000,801-27-8471,628-78-0033
467844,in_court,https://kingcounty.gov/courts/clerk/rules.aspx,guilty,Cal Curtin,3360-112,621-05-0258,516-97-3562,756-69-4430
468010,resolved,https://www.courts.wa.gov/court_rules/,guilty,Taite Hows,6401-104,402-47-8834,769-02-7224,893-42-9019
468074,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Abelard Claus,1568-100,684-88-9724,835-10-7201,104-75-6405
468076,in_progress,https://kingcounty.gov/courts/clerk/rules.aspx,not guilty,Ginger Jurczik,1568-108,820-14-3519,769-42-2396,793-86-6496
469054,resolved,https://www.courts.wa.gov/court_rules/,guilty,Erhart Cassley,2939-104,250-83-5541,709-44-1544,681-16-5412
